filter,Pointing,SCA,date,offpeak_time,DETECTED,zeropoint,true mag,true flux,realized flux,BAND,measured_flux,confusion_metric,host_sep,host_mag_g,grid points
Y106,35582,2,62460.665,7.844687500000873,True,15.023547191272703,4.56564249,15246.2094,15173.0,Y106,15225.180267195517,129.10798822613077,0.4055502,23.104,445
Y106,36731,3,62475.635,22.814687500002037,True,15.023547191072916,5.0340054,9904.13872,9891.0,Y106,10088.288283415975,129.10798822613077,0.4055502,23.104,445
Y106,34428,3,62445.669,7.151312499998312,True,15.023547191186772,5.06022041,9667.86803,9604.0,Y106,9468.210692929846,129.10798822613077,0.4055502,23.104,445
Y106,34423,5,62445.644,7.176312499999767,True,15.02354719115416,5.06226101,9649.71468,9732.0,Y106,10054.939253986942,129.10798822613077,0.4055502,23.104,445
Y106,37116,8,62480.635,27.814687500002037,True,15.023547191269534,5.20536914,8458.06896,8595.0,Y106,8779.529112184615,129.10798822613077,0.4055502,23.104,445
Y106,34813,10,62450.669,2.151312499998312,True,15.023547191049115,4.73783986,13010.1688,13061.0,Y106,12914.304097445365,129.10798822613077,0.4055502,23.104,445
Y106,33654,12,62435.648,17.172312499998952,True,15.023547191048175,6.70630609,2122.73823,2113.0,Y106,1938.6403097558182,129.10798822613077,0.4055502,23.104,445
Y106,37120,16,62480.657,27.836687499999243,True,15.023547191199558,5.20634099,8450.50143,8444.0,Y106,8611.71533848197,129.10798822613077,0.4055502,23.104,445
Y106,37115,18,62480.631,27.810687500001222,True,15.023547190928374,5.20519253,8459.44485,8402.0,Y106,8295.832086038517,129.10798822613077,0.4055502,23.104,445
Y106,34044,18,62440.674,12.146312500000931,True,15.023547191004162,5.48173288,6557.31013,6530.0,Y106,6422.860626576473,129.10798822613077,0.4055502,23.104,445
