filter,Pointing,SCA,date,offpeak_time,DETECTED,zeropoint,true mag,true flux,realized flux,BAND,measured_flux,confusion_metric,host_sep,host_mag_g,grid points
Y106,44389,2,62575.415,19.323281249999127,True,15.023547190921253,4.3961937,17821.3827,17819.0,Y106,18046.67756331143,43.112751417575055,0.61778295,23.441,370
Y106,50981,5,62660.661,65.92271875000006,True,15.023547190917716,4.64688703,14146.9906,14138.0,Y106,13623.422759215344,43.112751417575055,0.61778295,23.441,370
Y106,47899,5,62620.648,25.909718750001048,True,15.023547191031724,4.13701763,22626.2106,22558.0,Y106,22445.782376549574,43.112751417575055,0.61778295,23.441,370
Y106,47509,8,62615.622,20.883718750003027,True,15.023547190790639,4.08630975,23708.0031,23526.0,Y106,23363.064372340068,43.112751417575055,0.61778295,23.441,370
Y106,44779,10,62580.441,14.297281250001106,True,15.0235471908454,4.28224337,19793.4513,19621.0,Y106,19428.422083750847,43.112751417575055,0.61778295,23.441,370
Y106,51745,11,62670.631,75.89271875000122,True,15.023547191094691,4.8213831,12046.6318,11992.0,Y106,11765.302114935528,43.112751417575055,0.61778295,23.441,370
Y106,42076,14,62545.402,49.33628124999814,True,15.023547190959816,6.81251383,1924.92292,1913.0,Y106,1871.98116299355,43.112751417575055,0.61778295,23.441,370
Y106,42847,16,62555.407,39.33128125000076,True,15.0235471911591,5.29108068,7816.03696,7692.0,Y106,7526.967965282436,43.112751417575055,0.61778295,23.441,370
Y106,44003,16,62570.411,24.327281249999942,True,15.023547190841818,4.57789457,15075.1294,14962.0,Y106,15440.471780732563,43.112751417575055,0.61778295,23.441,370
Y106,44774,18,62580.415,14.323281249999127,True,15.023547191046104,4.28293012,19780.9356,19665.0,Y106,19830.991207892625,43.112751417575055,0.61778295,23.441,370
