filter,Pointing,SCA,date,offpeak_time,DETECTED,zeropoint,true mag,true flux,realized flux,BAND,measured_flux,confusion_metric,host_sep,host_mag_g,grid points
Y106,53270,2,62690.553,9.752218749999884,True,15.023547191149062,4.76031388,12743.6351,12724.0,Y106,12689.355714172565,132.864718472003,0.26109198,25.935,447
Y106,51741,3,62670.609,10.19178125000326,True,15.023547191167333,5.34117855,7463.58454,7537.0,Y106,7267.56658907069,132.864718472003,0.26109198,25.935,447
Y106,53655,6,62695.553,14.752218749999884,True,15.023547191129483,4.88994228,11309.4625,11256.0,Y106,11467.666385952027,132.864718472003,0.26109198,25.935,447
Y106,51746,8,62670.635,10.165781249997963,True,15.023547190903269,5.33850426,7481.99083,7436.0,Y106,7820.764126679608,132.864718472003,0.26109198,25.935,447
Y106,53275,9,62690.579,9.778218749997905,True,15.023547191155254,4.76076026,12738.3968,12721.0,Y106,12136.364089704422,132.864718472003,0.26109198,25.935,447
Y106,54030,10,62700.501,19.700218749996566,True,15.023547191044251,5.09173677,9391.26658,9675.0,Y106,9539.281824550006,132.864718472003,0.26109198,25.935,447
Y106,53650,11,62695.527,14.726218750001863,True,15.023547191102397,4.88897854,11319.5057,11434.0,Y106,11459.02239284693,132.864718472003,0.26109198,25.935,447
Y106,52505,13,62680.579,0.22178125000209548,True,15.023547191256243,4.77036893,12626.1604,12683.0,Y106,12740.423237600833,132.864718472003,0.26109198,25.935,447
Y106,53645,16,62695.501,14.700218749996566,True,15.02354719107095,4.88801564,11329.5489,11273.0,Y106,11270.65681904352,132.864718472003,0.26109198,25.935,447
Y106,53265,17,62690.527,9.726218750001863,True,15.023547190993774,4.75986768,12748.8733,12642.0,Y106,12735.861370804763,132.864718472003,0.26109198,25.935,447
